Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
49997.8,ATM Withdrawal,2.0,Desktop,Los Angeles,1,53,9,UPI,1
2196.42,Online Purchase,6.0,Desktop,Boston,2,84,1,Debit Card,1
3806.24,ATM Withdrawal,3.0,Desktop,New York,3,114,4,Net Banking,1
4921.49,ATM Withdrawal,20.0,Unknown Device,Seattle,1,106,4,Invalid Method,1
4336.37,Bank Transfer,23.0,Tablet,New York,1,50,1,Net Banking,1
3383.93,ATM Withdrawal,8.0,Mobile,Chicago,0,6,4,Credit Card,1
2359.92,POS Payment,10.0,Mobile,Boston,2,108,4,Credit Card,1
346.32,POS Payment,19.0,Tablet,Chicago,2,77,3,Debit Card,1
1944.05,POS Payment,5.0,Desktop,Houston,3,100,4,Credit Card,1
1780.26,Bill Payment,9.0,Tablet,Chicago,0,35,13,Invalid Method,1
4760.34,Online Purchase,16.0,Tablet,Houston,1,15,12,Debit Card,1
2666.0,Bill Payment,15.0,Tablet,New York,4,81,7,Debit Card,1
4582.18,POS Payment,21.0,Desktop,Seattle,1,51,8,Debit Card,1
3627.17,Online Purchase,8.0,Desktop,Chicago,2,97,12,UPI,1
2940.81,POS Payment,11.0,Desktop,Houston,1,57,4,Debit Card,1
1755.5,POS Payment,20.0,Mobile,Miami,0,7,3,UPI,1
1202.06,Bank Transfer,11.0,Tablet,Chicago,3,85,2,Credit Card,1
1352.27,POS Payment,23.0,Mobile,Miami,4,87,1,UPI,1
2304.23,Bill Payment,14.0,Mobile,Miami,2,95,3,Credit Card,1
1895.36,Online Purchase,9.0,Tablet,Houston,1,56,9,UPI,1
4197.16,Bank Transfer,19.0,Tablet,Chicago,2,59,11,Invalid Method,1
3264.1,Online Purchase,10.0,Tablet,Miami,4,97,5,Credit Card,1
3037.91,POS Payment,21.0,Unknown Device,Boston,2,18,5,Credit Card,1
2747.3,ATM Withdrawal,4.0,Tablet,New York,2,100,1,Net Banking,1
3236.42,POS Payment,11.0,Tablet,Miami,4,31,3,Debit Card,1
475.31,POS Payment,12.0,Desktop,Houston,1,40,13,Debit Card,1
474.12,Bill Payment,21.0,Mobile,Miami,1,62,4,Credit Card,1
49997.8,ATM Withdrawal,21.0,Tablet,Seattle,4,105,7,Net Banking,1
1477.88,Bank Transfer,22.0,Tablet,San Francisco,4,86,8,Net Banking,1
3095.55,Online Purchase,23.0,Desktop,Los Angeles,4,58,5,Credit Card,1
4055.0,POS Payment,1.0,Desktop,Los Angeles,3,119,2,Net Banking,1
3942.74,Bill Payment,22.0,Mobile,San Francisco,0,44,7,Credit Card,1
2500.68,POS Payment,12.0,Tablet,Chicago,4,110,4,Credit Card,1
1488.58,ATM Withdrawal,0.0,Desktop,Boston,1,96,13,Net Banking,1
288.24,POS Payment,20.0,Tablet,San Francisco,3,112,14,UPI,1
1857.89,Online Purchase,21.0,Desktop,Houston,3,39,11,Net Banking,1
1995.41,ATM Withdrawal,10.0,Mobile,New York,1,93,1,Credit Card,1
6.94,Bank Transfer,14.0,Tablet,San Francisco,3,114,7,UPI,1
589.07,POS Payment,11.0,Tablet,Los Angeles,2,101,10,Net Banking,1
4786.79,ATM Withdrawal,12.0,Mobile,Houston,3,22,7,Debit Card,1
233.5,ATM Withdrawal,17.0,Desktop,Houston,2,115,2,Net Banking,1
1166.37,ATM Withdrawal,12.0,Desktop,Los Angeles,4,78,13,Credit Card,1
2529.31,Online Purchase,19.0,Desktop,New York,1,76,6,Net Banking,1
347.34,ATM Withdrawal,7.0,Tablet,Boston,0,43,10,Debit Card,1
170.01,Online Purchase,20.0,Mobile,San Francisco,2,95,2,Net Banking,1
1576.7,Bill Payment,3.0,Tablet,Houston,2,15,1,UPI,1
2764.91,Online Purchase,12.0,Tablet,Boston,3,39,4,UPI,1
2408.4,Bill Payment,22.0,Desktop,Chicago,2,81,1,Credit Card,1
3514.96,Bank Transfer,2.0,Mobile,Los Angeles,3,118,8,Credit Card,1
3983.42,ATM Withdrawal,17.0,Tablet,Chicago,1,72,2,Credit Card,1
25.11,Bank Transfer,19.0,Tablet,Los Angeles,2,17,5,Invalid Method,1
299.54,ATM Withdrawal,20.0,Desktop,Houston,2,81,4,Credit Card,1
2930.23,Bill Payment,22.0,Tablet,San Francisco,3,63,2,Debit Card,1
2647.01,POS Payment,10.0,Desktop,Chicago,0,73,13,Debit Card,1
2659.04,ATM Withdrawal,16.0,Mobile,Houston,2,65,14,Debit Card,1
2849.52,POS Payment,20.0,Mobile,Miami,3,113,5,Credit Card,1
1781.73,Online Purchase,19.0,Desktop,Houston,4,44,7,Credit Card,1
1657.96,Bank Transfer,17.0,Desktop,Chicago,0,30,1,Debit Card,1
3508.11,Bill Payment,10.0,Mobile,Houston,4,96,6,Debit Card,1
797.92,Bank Transfer,20.0,Mobile,Houston,4,81,5,UPI,1
1326.97,Online Purchase,20.0,Desktop,Los Angeles,3,80,9,Credit Card,1
2580.13,Online Purchase,16.0,Desktop,New York,0,25,1,Net Banking,1
1936.21,Online Purchase,20.0,Mobile,Los Angeles,3,85,2,Debit Card,1
806.35,Bill Payment,21.0,Desktop,Miami,3,28,11,Invalid Method,1
3164.66,Online Purchase,22.0,Tablet,Seattle,1,75,7,Debit Card,1
2863.0,ATM Withdrawal,19.0,Tablet,Chicago,2,84,2,Invalid Method,1
4105.55,Bill Payment,12.0,Mobile,Chicago,1,32,5,UPI,1
2259.79,ATM Withdrawal,21.0,Desktop,New York,3,33,2,Debit Card,1
2381.46,POS Payment,7.0,Tablet,Houston,3,39,2,Net Banking,1
1541.83,Online Purchase,19.0,Desktop,Houston,4,111,1,UPI,1
4095.12,POS Payment,7.0,Mobile,Houston,3,89,1,Debit Card,1
3356.62,ATM Withdrawal,10.0,Desktop,Miami,1,106,13,Net Banking,1
394.76,Online Purchase,4.0,Mobile,Boston,4,105,6,UPI,1
4507.29,Online Purchase,14.0,Desktop,Boston,0,79,10,Credit Card,1
1430.46,ATM Withdrawal,21.0,Mobile,Boston,2,100,11,UPI,1
4452.34,Bill Payment,9.0,Mobile,Houston,4,40,2,Net Banking,1
3047.69,POS Payment,19.0,Desktop,San Francisco,1,101,3,Debit Card,1
1634.67,Online Purchase,23.0,Mobile,Los Angeles,0,77,11,Invalid Method,1
352.62,Online Purchase,8.0,Tablet,Houston,4,66,5,Net Banking,1
4443.43,Bank Transfer,7.0,Mobile,Houston,4,27,1,UPI,1
3491.91,Online Purchase,5.0,Tablet,Boston,1,94,2,Net Banking,1
750.13,Bank Transfer,19.0,Tablet,Chicago,3,65,2,UPI,1
3810.62,Bill Payment,11.0,Tablet,Chicago,4,106,4,Debit Card,1
2740.87,ATM Withdrawal,3.0,Mobile,Houston,1,110,14,UPI,1
2764.91,Bank Transfer,7.0,Tablet,Miami,2,85,8,Debit Card,1
3229.69,Bill Payment,12.0,Desktop,Seattle,2,68,1,Debit Card,1
1657.78,Bill Payment,15.0,Mobile,Chicago,3,38,13,UPI,1
1691.0,Bank Transfer,13.0,Tablet,Los Angeles,3,62,2,Debit Card,1
2509.05,Bank Transfer,4.0,Tablet,Boston,0,16,8,Invalid Method,1
1939.77,Online Purchase,11.0,Desktop,Los Angeles,2,35,6,Credit Card,1
4991.55,Bill Payment,8.0,Mobile,Chicago,0,98,12,UPI,1
968.08,ATM Withdrawal,20.0,Tablet,Boston,0,55,9,UPI,1
4391.45,Online Purchase,14.0,Desktop,Seattle,0,108,10,Credit Card,1
4352.62,Bank Transfer,21.0,Tablet,San Francisco,4,54,8,UPI,1
1745.94,Bill Payment,17.0,Tablet,Chicago,4,66,12,UPI,1
4927.66,Bank Transfer,21.0,Desktop,San Francisco,0,58,6,UPI,1
49997.8,ATM Withdrawal,1.0,Desktop,Boston,2,118,14,Credit Card,1
2702.86,Bank Transfer,7.0,Desktop,Boston,0,77,14,Credit Card,1
4432.34,POS Payment,20.0,Mobile,Los Angeles,1,1,8,UPI,1
658.56,Bill Payment,5.0,Tablet,Los Angeles,2,103,4,Debit Card,1
1834.15,ATM Withdrawal,16.0,Mobile,Miami,4,113,11,Debit Card,1
145.72,Bill Payment,11.0,Desktop,Houston,1,117,11,Net Banking,1
717.96,Online Purchase,11.0,Tablet,Miami,2,108,10,UPI,1
215.51,Bill Payment,15.0,Tablet,Miami,4,105,14,Net Banking,1
4498.89,ATM Withdrawal,2.0,Tablet,Chicago,4,97,12,Debit Card,1
49997.8,POS Payment,11.0,Mobile,Miami,2,31,12,Net Banking,1
2267.6,Bill Payment,22.0,Desktop,Boston,4,76,3,Credit Card,1
2801.68,ATM Withdrawal,6.0,Desktop,Chicago,1,102,1,Debit Card,1
3244.98,Bank Transfer,1.0,Desktop,Chicago,4,101,9,Net Banking,1
2885.68,Online Purchase,21.0,Desktop,Boston,1,37,1,UPI,1
2440.6,Bill Payment,14.0,Unknown Device,Chicago,0,27,4,Credit Card,1
2199.16,Online Purchase,9.0,Mobile,Miami,2,102,4,UPI,1
3093.95,Online Purchase,0.0,Tablet,Boston,0,62,14,Debit Card,1
1261.84,Bank Transfer,18.0,Tablet,Chicago,1,11,11,Net Banking,1
2582.81,POS Payment,21.0,Desktop,Seattle,2,83,1,UPI,1
4156.31,Online Purchase,18.0,Desktop,Miami,4,70,4,UPI,1
12.32,ATM Withdrawal,13.0,Tablet,Chicago,3,113,10,UPI,1
1379.4,Bank Transfer,8.0,Tablet,Miami,0,85,3,Net Banking,1
1073.86,Bank Transfer,3.0,Mobile,Chicago,2,119,11,Net Banking,1
1198.12,Bill Payment,19.0,Tablet,Miami,3,106,1,Net Banking,1
3953.63,Online Purchase,16.0,Desktop,San Francisco,2,57,3,Net Banking,1
2246.7,Bill Payment,9.0,Desktop,Miami,0,74,6,UPI,1
1958.83,POS Payment,20.0,Mobile,Houston,3,59,3,Debit Card,1
2859.56,ATM Withdrawal,7.0,Tablet,New York,2,89,5,UPI,1
2859.25,Online Purchase,19.0,Desktop,Houston,0,114,13,Net Banking,1
4417.91,Bank Transfer,14.0,Desktop,Chicago,1,75,10,Invalid Method,1
1040.2,ATM Withdrawal,20.0,Mobile,Houston,0,73,13,Net Banking,1
2011.68,ATM Withdrawal,7.0,Desktop,Los Angeles,0,16,1,Net Banking,1
3579.97,POS Payment,21.0,Tablet,Boston,0,98,2,Net Banking,1
4417.1,ATM Withdrawal,21.0,Mobile,Chicago,4,42,8,Credit Card,1
4006.47,Bank Transfer,23.0,Desktop,Houston,1,83,13,UPI,1
3423.87,Online Purchase,15.0,Tablet,Miami,0,60,7,UPI,1
1872.25,Online Purchase,20.0,Tablet,Houston,4,21,7,Net Banking,1
4906.93,POS Payment,15.0,Desktop,Miami,0,38,8,Invalid Method,1
3302.6,ATM Withdrawal,23.0,Tablet,San Francisco,4,64,5,UPI,1
2958.3,Online Purchase,10.0,Desktop,Los Angeles,3,18,6,Credit Card,1
2997.74,POS Payment,22.0,Tablet,Seattle,3,77,9,Invalid Method,1
1853.34,ATM Withdrawal,16.0,Tablet,Miami,1,110,11,Net Banking,1
2842.37,Bank Transfer,10.0,Mobile,Seattle,4,98,1,Credit Card,1
4626.88,ATM Withdrawal,4.0,Tablet,New York,0,90,2,Net Banking,1
1102.67,POS Payment,11.0,Mobile,Los Angeles,3,8,1,Debit Card,1
4654.85,Bill Payment,8.0,Desktop,Boston,1,28,5,UPI,1
3471.59,POS Payment,7.0,Tablet,Los Angeles,4,118,6,UPI,1
1186.63,Online Purchase,12.0,Desktop,Houston,2,113,2,UPI,1
1024.96,Online Purchase,16.0,Tablet,Los Angeles,4,100,13,Net Banking,1
3876.07,POS Payment,21.0,Tablet,Boston,3,107,13,UPI,1
1388.1,ATM Withdrawal,21.0,Desktop,Miami,3,100,12,Credit Card,1
2738.39,ATM Withdrawal,16.0,Mobile,Los Angeles,3,32,9,Net Banking,1
1592.77,Online Purchase,14.0,Desktop,Chicago,1,56,9,Debit Card,1
2665.88,Bank Transfer,7.0,Tablet,Miami,4,101,7,Debit Card,1
3131.15,Online Purchase,9.0,Desktop,Houston,3,33,3,Debit Card,1
4368.59,POS Payment,23.0,Desktop,Houston,4,63,12,Net Banking,1
1885.92,Bill Payment,6.0,Mobile,Boston,2,30,6,UPI,1
3792.14,POS Payment,14.0,Desktop,Boston,4,38,14,UPI,1
2756.68,Bill Payment,15.0,Unknown Device,Houston,0,103,6,Net Banking,1
1216.69,Bill Payment,11.0,Unknown Device,Boston,3,89,12,Debit Card,1
2734.36,ATM Withdrawal,16.0,Mobile,Chicago,3,95,5,Net Banking,1
248.39,Bank Transfer,7.0,Mobile,Chicago,4,104,14,UPI,1
4164.46,Bill Payment,3.0,Tablet,Los Angeles,1,119,10,UPI,1
1995.64,ATM Withdrawal,5.0,Desktop,Boston,0,68,9,Net Banking,1
3173.5,Bill Payment,19.0,Tablet,Chicago,0,52,10,UPI,1
1496.93,Online Purchase,15.0,Desktop,Boston,2,115,4,Net Banking,1
4066.63,ATM Withdrawal,20.0,Mobile,Chicago,3,73,2,UPI,1
4684.54,POS Payment,22.0,Mobile,New York,0,112,10,Debit Card,1
829.86,Bank Transfer,23.0,Tablet,San Francisco,1,117,9,Net Banking,1
1809.51,Bill Payment,23.0,Desktop,San Francisco,1,78,9,Credit Card,1
3098.99,Online Purchase,14.0,Desktop,Chicago,1,58,2,Debit Card,1
2273.7,ATM Withdrawal,17.0,Tablet,Boston,3,104,8,Credit Card,1
2586.05,POS Payment,15.0,Mobile,Seattle,0,109,2,Net Banking,1
2809.76,Bill Payment,18.0,Tablet,Los Angeles,1,47,8,Net Banking,1
3152.34,Online Purchase,3.0,Tablet,Boston,2,45,12,UPI,1
484.9,ATM Withdrawal,14.0,Mobile,Chicago,2,40,4,Invalid Method,1
649.46,Bill Payment,6.0,Mobile,Houston,3,106,9,Debit Card,1
4083.96,Bill Payment,17.0,Tablet,Boston,0,5,6,Debit Card,1
244.56,Online Purchase,19.0,Tablet,New York,2,53,3,UPI,1
1044.45,Bank Transfer,11.0,Desktop,Boston,2,3,14,Credit Card,1
1985.56,POS Payment,15.0,Mobile,Miami,4,114,10,Credit Card,1
1970.01,ATM Withdrawal,23.0,Mobile,Boston,1,66,10,Credit Card,1
2459.37,ATM Withdrawal,22.0,Desktop,Miami,1,17,8,Credit Card,1
2964.47,Bank Transfer,22.0,Tablet,Chicago,0,106,7,Credit Card,1
4589.81,Bank Transfer,20.0,Desktop,San Francisco,0,67,13,Credit Card,1
925.74,POS Payment,14.0,Mobile,Houston,3,23,11,UPI,1
3951.23,Online Purchase,13.0,Mobile,Chicago,2,45,11,Net Banking,1
3548.94,ATM Withdrawal,16.0,Mobile,Houston,0,20,14,Net Banking,1
4733.98,ATM Withdrawal,21.0,Desktop,Miami,0,109,14,Net Banking,1
1079.41,Online Purchase,17.0,Desktop,Houston,0,82,8,Net Banking,1
3639.14,Bank Transfer,18.0,Tablet,Miami,1,93,9,Credit Card,1
3340.44,Bill Payment,8.0,Tablet,Chicago,0,93,10,Credit Card,1
264.09,POS Payment,19.0,Desktop,Seattle,0,68,6,Net Banking,1
3799.56,POS Payment,22.0,Desktop,Chicago,3,29,8,Debit Card,1
840.16,Bank Transfer,10.0,Mobile,Houston,3,47,11,UPI,1
2902.07,ATM Withdrawal,3.0,Mobile,Boston,3,119,4,Net Banking,1
4285.62,Bank Transfer,7.0,Mobile,Houston,1,26,1,Credit Card,1
1959.93,Bank Transfer,21.0,Tablet,Chicago,3,85,14,Credit Card,1
3781.57,POS Payment,23.0,Tablet,Seattle,1,81,12,Credit Card,1
1973.37,POS Payment,19.0,Tablet,Houston,4,86,9,Credit Card,1
3700.61,ATM Withdrawal,23.0,Tablet,Seattle,3,23,2,Credit Card,1
1814.56,Bill Payment,23.0,Desktop,Houston,1,10,5,Debit Card,1
3568.76,Bank Transfer,16.0,Desktop,Houston,1,80,4,Net Banking,1
2136.04,Online Purchase,5.0,Desktop,Boston,0,8,11,UPI,1
4491.96,Bank Transfer,21.0,Mobile,Houston,2,20,13,Net Banking,1
4256.94,Bank Transfer,4.0,Unknown Device,Miami,2,115,7,Credit Card,1
1227.94,Bill Payment,22.0,Tablet,Los Angeles,3,9,3,Debit Card,1
2466.06,POS Payment,1.0,Desktop,Los Angeles,0,57,3,Debit Card,1
3007.79,Bank Transfer,16.0,Tablet,Boston,4,64,7,Debit Card,1
2379.9,POS Payment,20.0,Mobile,Los Angeles,0,44,4,Net Banking,1
1958.12,Bill Payment,3.0,Desktop,Boston,1,37,13,Credit Card,1
1200.63,ATM Withdrawal,16.0,Mobile,Houston,1,106,5,Debit Card,1
4720.06,ATM Withdrawal,21.0,Desktop,Chicago,3,37,4,Net Banking,1
293.35,Bank Transfer,7.0,Tablet,Houston,2,18,4,Net Banking,1
1843.07,POS Payment,6.0,Mobile,Boston,1,39,11,UPI,1
1422.02,Online Purchase,7.0,Tablet,Boston,4,61,10,Debit Card,1
1394.06,ATM Withdrawal,19.0,Unknown Device,Seattle,1,55,3,Debit Card,1
2688.07,Bank Transfer,19.0,Mobile,San Francisco,2,20,5,UPI,1
3669.24,ATM Withdrawal,9.0,Tablet,Seattle,0,113,2,UPI,1
1947.49,Bank Transfer,16.0,Mobile,Boston,2,84,4,UPI,1
2653.12,Bank Transfer,17.0,Tablet,Los Angeles,0,85,4,UPI,1
1772.22,Bank Transfer,8.0,Mobile,Chicago,3,106,5,UPI,1
1730.0,Bank Transfer,20.0,Tablet,Boston,3,78,11,Debit Card,1
3737.98,Online Purchase,20.0,Mobile,Los Angeles,4,15,6,Credit Card,1
49997.8,ATM Withdrawal,13.0,Mobile,Miami,0,35,9,UPI,1
1961.15,Bank Transfer,13.0,Mobile,Miami,0,73,12,UPI,1
1432.12,Bill Payment,22.0,Tablet,Houston,0,75,7,Debit Card,1
1318.66,ATM Withdrawal,2.0,Mobile,New York,4,106,1,Debit Card,1
1477.48,POS Payment,16.0,Mobile,Chicago,0,100,11,UPI,1
2586.85,Online Purchase,22.0,Desktop,San Francisco,1,118,10,UPI,1
3742.96,ATM Withdrawal,18.0,Mobile,Seattle,0,31,4,Credit Card,1
49997.8,Online Purchase,22.0,Desktop,Chicago,1,65,13,Debit Card,1
1650.04,Bank Transfer,15.0,Mobile,San Francisco,1,99,1,Credit Card,1
1946.12,Bank Transfer,15.0,Tablet,Los Angeles,2,27,6,Debit Card,1
3449.0,ATM Withdrawal,14.0,Mobile,Los Angeles,1,37,10,Debit Card,1
4628.41,Online Purchase,11.0,Desktop,Los Angeles,2,115,3,Invalid Method,1
3633.08,Bank Transfer,3.0,Tablet,Houston,4,30,1,Debit Card,1
98.46,POS Payment,6.0,Mobile,Boston,0,17,3,Credit Card,1
1075.37,ATM Withdrawal,18.0,Desktop,Houston,0,66,13,UPI,1
4275.58,Bill Payment,21.0,Mobile,San Francisco,0,99,4,Net Banking,1
2114.15,Bill Payment,20.0,Tablet,Houston,1,55,9,Credit Card,1
4589.0,ATM Withdrawal,8.0,Mobile,Boston,2,29,1,Debit Card,1
3884.85,Bank Transfer,15.0,Tablet,Boston,1,118,14,Net Banking,1
2966.24,POS Payment,7.0,Mobile,Chicago,3,14,5,Net Banking,1
4870.89,Online Purchase,1.0,Tablet,Boston,3,98,2,Net Banking,1
3719.23,Bill Payment,15.0,Desktop,Houston,3,48,1,Net Banking,1
2042.54,Online Purchase,15.0,Desktop,Houston,4,37,2,Credit Card,1
3629.32,Bank Transfer,20.0,Tablet,Miami,0,116,11,Debit Card,1
3905.21,Bank Transfer,13.0,Mobile,Houston,0,100,4,Credit Card,1
1441.79,POS Payment,12.0,Mobile,Chicago,2,16,13,UPI,1
4188.58,Bill Payment,4.0,Tablet,Boston,3,76,6,Invalid Method,1
2669.03,Bank Transfer,21.0,Desktop,New York,3,101,11,Credit Card,1
1699.16,POS Payment,17.0,Mobile,San Francisco,1,119,4,Invalid Method,1
4789.95,Bank Transfer,6.0,Desktop,Boston,2,20,8,Debit Card,1
1517.06,ATM Withdrawal,11.0,Desktop,Houston,1,30,1,Credit Card,1
4539.48,Bank Transfer,8.0,Mobile,Chicago,3,101,14,Net Banking,1
3476.35,Bill Payment,15.0,Mobile,Chicago,1,30,6,Credit Card,1
44.42,Bill Payment,16.0,Desktop,Chicago,0,116,9,Net Banking,1
3848.2,ATM Withdrawal,14.0,Tablet,Los Angeles,1,73,12,Credit Card,1
4774.53,Online Purchase,13.0,Desktop,Chicago,4,7,2,Credit Card,1
4240.53,POS Payment,19.0,Desktop,Houston,4,24,4,Invalid Method,1
2335.44,POS Payment,4.0,Tablet,Los Angeles,1,110,3,Net Banking,1
461.05,Bank Transfer,7.0,Desktop,Los Angeles,1,88,10,Net Banking,1
2865.91,ATM Withdrawal,22.0,Mobile,Miami,0,101,13,UPI,1
3568.06,Bill Payment,17.0,Mobile,Chicago,3,7,10,Credit Card,1
1217.52,Bill Payment,9.0,Desktop,Miami,4,95,10,UPI,1
2125.02,Online Purchase,18.0,Desktop,San Francisco,4,116,5,Net Banking,1
2438.52,POS Payment,23.0,Mobile,Chicago,3,67,11,Credit Card,1
3494.63,ATM Withdrawal,16.0,Desktop,New York,3,84,6,Net Banking,1
3046.85,ATM Withdrawal,14.0,Mobile,Houston,1,82,13,Debit Card,1
1131.86,POS Payment,2.0,Desktop,Los Angeles,0,94,2,Invalid Method,1
3950.81,ATM Withdrawal,13.0,Desktop,Miami,2,119,4,Debit Card,1
2626.62,ATM Withdrawal,16.0,Tablet,Los Angeles,2,22,2,Credit Card,1
4308.57,ATM Withdrawal,14.0,Tablet,Chicago,3,103,13,Net Banking,1
3068.07,POS Payment,17.0,Tablet,Chicago,0,113,14,Net Banking,1
4496.32,POS Payment,14.0,Tablet,Chicago,1,74,2,Net Banking,1
65.88,POS Payment,18.0,Tablet,Miami,4,83,4,Debit Card,1
2461.7,Online Purchase,11.0,Mobile,Chicago,2,85,2,Net Banking,1
2975.12,Online Purchase,9.0,Desktop,Boston,3,81,4,Credit Card,1
4718.06,Bill Payment,12.0,Desktop,Los Angeles,3,95,3,Credit Card,1
3311.67,ATM Withdrawal,15.0,Mobile,Chicago,4,33,14,Debit Card,1
679.59,Bill Payment,7.0,Mobile,Boston,4,10,6,Net Banking,1
2075.39,POS Payment,15.0,Desktop,Los Angeles,4,82,4,Debit Card,1
1722.93,Bill Payment,8.0,Tablet,Chicago,0,39,13,Credit Card,1
3376.97,ATM Withdrawal,13.0,Desktop,Boston,0,92,6,Debit Card,1
3410.84,POS Payment,8.0,Mobile,Houston,2,26,4,UPI,1
3463.16,Bank Transfer,12.0,Desktop,New York,2,40,5,UPI,1
785.64,Bill Payment,5.0,Desktop,Houston,3,117,14,UPI,1
996.55,Bill Payment,20.0,Mobile,Houston,4,93,9,Debit Card,1
3403.72,ATM Withdrawal,14.0,Mobile,New York,2,41,1,Debit Card,1
996.16,POS Payment,4.0,Desktop,Chicago,3,26,5,Credit Card,1
4463.38,ATM Withdrawal,11.0,Mobile,Los Angeles,0,93,7,Net Banking,1
2625.16,Bill Payment,6.0,Desktop,Boston,4,112,9,UPI,1
1142.66,Bill Payment,9.0,Desktop,Chicago,1,69,8,UPI,1
4004.25,Online Purchase,17.0,Desktop,Houston,0,43,2,Debit Card,1
3114.11,Bill Payment,12.0,Desktop,Boston,2,60,14,Debit Card,1
3500.96,Online Purchase,14.0,Tablet,Miami,2,101,8,UPI,1
2859.42,Bank Transfer,14.0,Mobile,Seattle,3,79,4,UPI,1
2195.74,Online Purchase,19.0,Desktop,Houston,0,105,4,UPI,1
1781.05,POS Payment,20.0,Desktop,San Francisco,4,116,2,Debit Card,1
1294.83,ATM Withdrawal,22.0,Mobile,Houston,2,13,11,Debit Card,1
1553.32,Online Purchase,11.0,Tablet,Houston,4,101,9,Credit Card,1
1403.51,POS Payment,23.0,Tablet,Houston,2,98,4,Credit Card,1
3030.26,Bill Payment,13.0,Mobile,Chicago,4,68,5,UPI,1
704.68,POS Payment,15.0,Mobile,Houston,4,33,1,Net Banking,1
4476.66,Bank Transfer,18.0,Mobile,Chicago,0,37,7,Debit Card,1
4472.72,Bank Transfer,10.0,Tablet,Houston,1,49,6,Net Banking,1
3886.3,ATM Withdrawal,14.0,Mobile,Boston,1,44,6,Invalid Method,1
4988.57,POS Payment,2.0,Desktop,Boston,3,96,4,Credit Card,1
4457.37,Online Purchase,22.0,Tablet,Houston,0,22,2,Net Banking,1
794.24,ATM Withdrawal,10.0,Tablet,Chicago,1,114,10,Debit Card,1
4648.04,Online Purchase,0.0,Mobile,Los Angeles,1,94,4,UPI,1
3423.42,ATM Withdrawal,21.0,Tablet,Los Angeles,0,68,6,Debit Card,1
2790.67,Bill Payment,4.0,Tablet,Los Angeles,2,52,5,Credit Card,1
2251.2,POS Payment,8.0,Desktop,Chicago,0,94,6,UPI,1
303.07,POS Payment,18.0,Tablet,Chicago,1,117,2,Debit Card,1
4227.2,Online Purchase,21.0,Tablet,San Francisco,0,56,6,Credit Card,1
3844.49,ATM Withdrawal,13.0,Unknown Device,Seattle,0,86,1,Debit Card,1
27.03,Online Purchase,4.0,Desktop,Houston,2,109,5,Debit Card,1
2083.06,Bank Transfer,22.0,Tablet,Los Angeles,0,92,12,Invalid Method,1
3467.59,Online Purchase,9.0,Desktop,Boston,4,48,14,Credit Card,1
2475.19,POS Payment,14.0,Desktop,Chicago,3,98,2,UPI,1
3017.09,Bill Payment,12.0,Desktop,Miami,4,67,6,Net Banking,1
2574.81,Bank Transfer,11.0,Mobile,Chicago,2,45,12,Net Banking,1
1953.24,POS Payment,18.0,Mobile,Houston,4,117,4,Debit Card,1
1772.85,Bill Payment,14.0,Desktop,New York,0,112,9,Net Banking,1
371.28,Bank Transfer,15.0,Tablet,Boston,4,68,3,UPI,1
4477.28,ATM Withdrawal,17.0,Mobile,Los Angeles,4,51,11,Net Banking,1
443.46,Bank Transfer,22.0,Desktop,Chicago,3,44,10,Credit Card,1
2198.38,Bill Payment,18.0,Desktop,Los Angeles,1,54,4,Debit Card,1
49997.8,ATM Withdrawal,10.0,Desktop,Miami,1,11,4,UPI,1
1785.4,Bank Transfer,17.0,Mobile,Los Angeles,1,99,12,Invalid Method,1
49997.8,ATM Withdrawal,1.0,Tablet,Chicago,1,29,5,Net Banking,1
1859.93,Bill Payment,8.0,Tablet,Chicago,3,25,3,Net Banking,1
4449.55,Online Purchase,3.0,Tablet,Los Angeles,3,91,4,Debit Card,1
276.54,ATM Withdrawal,0.0,Desktop,Chicago,0,96,1,Net Banking,1
4243.3,POS Payment,1.0,Desktop,Los Angeles,4,99,6,Credit Card,1
4662.76,Bank Transfer,16.0,Tablet,Los Angeles,4,23,7,Debit Card,1
2402.86,POS Payment,6.0,Mobile,Boston,1,99,11,Credit Card,1
840.34,POS Payment,18.0,Tablet,New York,3,48,9,UPI,1
1281.02,Online Purchase,15.0,Tablet,Chicago,1,43,4,Credit Card,1
4426.63,Bank Transfer,19.0,Tablet,Miami,0,77,3,Net Banking,1
3755.77,ATM Withdrawal,23.0,Tablet,New York,4,94,13,Net Banking,1
1948.94,Online Purchase,16.0,Mobile,Los Angeles,2,84,9,UPI,1
3189.45,ATM Withdrawal,16.0,Mobile,Los Angeles,1,4,7,Net Banking,1
4402.89,ATM Withdrawal,9.0,Tablet,Los Angeles,0,108,2,Net Banking,1
4274.14,Online Purchase,14.0,Desktop,New York,1,74,13,Credit Card,1
4827.09,POS Payment,17.0,Mobile,New York,0,111,9,Net Banking,1
680.6,ATM Withdrawal,23.0,Desktop,Los Angeles,0,28,5,Net Banking,1
1595.21,Bill Payment,23.0,Tablet,Chicago,4,74,3,Credit Card,1
3480.75,Bank Transfer,13.0,Mobile,Chicago,2,67,7,Net Banking,1
3460.93,Online Purchase,17.0,Tablet,New York,4,90,14,Debit Card,1
